CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04;Despesas/Receitas Operacionais;-911381.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.01;Despesas com Vendas;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.01;Despesas com Vendas;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.02;Despesas Gerais e Administrativas;-617665.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.02;Despesas Gerais e Administrativas;-811340.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.04;Outras Receitas Operacionais;90931.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.04;Outras Receitas Operacionais;21266.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.05;Outras Despesas Operacionais;-253038.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.05;Outras Despesas Operacionais;-121307.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.06.01;Amortização do Agio;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.06.01;Amortização do Agio;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.06.02;Equivalencia patrimonial;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.06.02;Equivalencia patrimonial;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;2917564.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;3451540.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06;Resultado Financeiro;-542345.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06;Resultado Financeiro;-923678.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.01;Receitas Financeiras;914004.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.01;Receitas Financeiras;765936.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.02;Despesas Financeiras;-1456349.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.02;Despesas Financeiras;-1689614.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;2375219.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;2527862.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-543350.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-491739.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08.01;Corrente;-394695.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08.01;Corrente;-534112.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08.02;Diferido;-148655.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08.02;Diferido;42373.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.09;Resultado Líquido das Operações Continuadas;1831869.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.09;Resultado Líquido das Operações Continuadas;2036123.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.11;Lucro/Prejuízo Consolidado do Período;1831869.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.11;Lucro/Prejuízo Consolidado do Período;2036123.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;1367042.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;1486267.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.11.02;Atribuído a Sócios Não Controladores;464827.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.11.02;Atribuído a Sócios Não Controladores;549856.0000000000;S
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99.01.01;ON;0.6500000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99.01.01;ON;0.7000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99.01.02;PN;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99.01.02;PN;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
61.584.140/0001-49;2022-12-31;1;REDE ENERGIA PARTICIPAÇÕES S.A.;003190;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.01;Receita de Venda de Bens e/ou Serviços;24127002.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.01;Receita de Venda de Bens e/ou Serviços;29067380.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.01.01;Receita Bruta de Vendas e/ou Serviços;25605684.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.01.01;Receita Bruta de Vendas e/ou Serviços;30950564.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.01.02;Impostos Incidentes Sobre Vendas;-1218499.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.01.02;Impostos Incidentes Sobre Vendas;-1373403.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.01.03;Abatimentos;-260183.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.01.03;Abatimentos;-509781.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-16920834.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-20257912.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.03;Resultado Bruto;7206168.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.03;Resultado Bruto;8809468.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04;Despesas/Receitas Operacionais;-5839696.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04;Despesas/Receitas Operacionais;-6970144.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.01;Despesas com Vendas;-4966819.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.01;Despesas com Vendas;-5805992.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.02;Despesas Gerais e Administrativas;-912404.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.02;Despesas Gerais e Administrativas;-1249847.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.02.01;Administrativas;-912404.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.02.01;Administrativas;-1249847.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.02.02;Depreciações e Amortizações;0.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.02.02;Depreciações e Amortizações;0.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.04;Outras Receitas Operacionais;78083.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.04;Outras Receitas Operacionais;50097.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.05;Outras Despesas Operacionais;-37429.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.05;Outras Despesas Operacionais;36419.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.05.01;Despesas Extraordinárias;-37429.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.05.01;Despesas Extraordinárias;36419.0000000000;N
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.06;Resultado de Equivalência Patrimonial;-1127.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.06;Resultado de Equivalência Patrimonial;-821.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;1366472.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;1839324.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06;Resultado Financeiro;-379210.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06;Resultado Financeiro;-646115.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.01;Receitas Financeiras;80016.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.01;Receitas Financeiras;293586.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.02;Despesas Financeiras;-459226.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.02;Despesas Financeiras;-939701.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;987262.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;1193209.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-223129.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-178241.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08.01;Corrente;-221249.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08.01;Corrente;-210820.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08.02;Diferido;-1880.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08.02;Diferido;32579.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.09;Resultado Líquido das Operações Continuadas;764133.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.09;Resultado Líquido das Operações Continuadas;1014968.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
61.585.865/0001-51;2022-12-31;1;RAIA DROGASIL S.A.;005258;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
