CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.04;Outras Receitas Operacionais;542979.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.04;Outras Receitas Operacionais;1629507.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.05;Outras Despesas Operacionais;-177160.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.05;Outras Despesas Operacionais;-517882.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.06;Resultado de Equivalência Patrimonial;92511.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.06;Resultado de Equivalência Patrimonial;60514.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;32270103.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06;Resultado Financeiro;-5078651.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06;Resultado Financeiro;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.01;Receitas Financeiras;2304091.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.01;Receitas Financeiras;4215115.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.02;Despesas Financeiras;-7382742.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.02;Despesas Financeiras;-10567455.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;27191452.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-6661799.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08.01;Corrente;-7573118.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08.01;Corrente;-2587065.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08.02;Diferido;911319.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08.02;Diferido;504455.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.09;Resultado Líquido das Operações Continuadas;20529653.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.09;Resultado Líquido das Operações Continuadas;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.11;Lucro/Prejuízo Consolidado do Período;20529653.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.11;Lucro/Prejuízo Consolidado do Período;0.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;20486561.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;15457836.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.11.02;Atribuído a Sócios Não Controladores;43092.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.11.02;Atribuído a Sócios Não Controladores;743418.0000000000;S
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99.01;Lucro Básico por Ação;0.0000000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99.01.01;ON;8.2600000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99.01.01;ON;6.9300000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.99.02.01;ON;8.2600000000;N
02.916.265/0001-60;2022-12-31;1;JBS S.A.;020575;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.99.02.01;ON;6.9300000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.01;Receita de Venda de Bens e/ou Serviços;4288589.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.01;Receita de Venda de Bens e/ou Serviços;4838895.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-3439950.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-3794974.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.02.01;Custo dos Serviços Prestados;-1880694.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.02.01;Custo dos Serviços Prestados;-2063895.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.02.02;Custo dos Serviços de Construção;-1559256.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.02.02;Custo dos Serviços de Construção;-1731079.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.03;Resultado Bruto;848639.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.03;Resultado Bruto;1043921.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04;Despesas/Receitas Operacionais;-223261.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04;Despesas/Receitas Operacionais;-1467435.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.01;Despesas com Vendas;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.01;Despesas com Vendas;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.02;Despesas Gerais e Administrativas;-207460.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.02;Despesas Gerais e Administrativas;-217575.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.02.01;Gerais e Administrativas;-207460.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.02.01;Gerais e Administrativas;-217575.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.02.02;Remuneração da Administração;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.02.02;Remuneração da Administração;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;-27826.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;-1262618.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.04;Outras Receitas Operacionais;12023.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.04;Outras Receitas Operacionais;12756.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.05;Outras Despesas Operacionais;2.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.05;Outras Despesas Operacionais;2.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.05.01;Tributárias;2.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.05.01;Tributárias;2.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.05.02;Amortização do Ágio em Investimentos;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.05.02;Amortização do Ágio em Investimentos;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.04.06;Resultado de Equivalência Patrimonial;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;625378.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;-423514.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06;Resultado Financeiro;-783222.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06;Resultado Financeiro;-824331.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.01;Receitas Financeiras;80103.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.01;Receitas Financeiras;292552.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.01.01;Receitas Financeiras;69576.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.01.01;Receitas Financeiras;252111.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.01.02;Variação Cambial Líquida;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.01.02;Variação Cambial Líquida;39641.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.01.03;Operações de swap líquidas;5374.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.01.03;Operações de swap líquidas;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.01.04;Ajuste líquidos de valor de mercado de derivativos;5153.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.01.04;Ajuste líquidos de valor de mercado de derivativos;800.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.02;Despesas Financeiras;-863325.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.02;Despesas Financeiras;-1116883.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.02.01;Despesas Financeiras;-836133.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.02.01;Despesas Financeiras;-1070156.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.02.02;Variação Cambial Líquida;-27192.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.02.02;Variação Cambial Líquida;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.02.03;Operações de swap líquidas;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.02.03;Operações de swap líquidas;-46727.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.06.02.04;Ajuste líquidos de valor de mercado de derivativos;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.06.02.04;Ajuste líquidos de valor de mercado de derivativos;0.0000000000;N
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-157844.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-1247845.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-723.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-372633.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08.01;Corrente;-109246.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08.01;Corrente;-155610.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.08.02;Diferido;108523.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.08.02;Diferido;-217023.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.09;Resultado Líquido das Operações Continuadas;-158567.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.09;Resultado Líquido das Operações Continuadas;-1620478.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
02.919.555/0001-67;2022-12-31;3;ARTERIS S.A.;019771;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;3.11;Lucro/Prejuízo Consolidado do Período;-158567.0000000000;S
